customer_tweet_id_x,customer_message,corrected_intent,customer_tweet_id_y,predicted_intent,confidence,system_decision,system_reason,best_similarity,generated_response,expected_decision,expected_reason,suggested_decision,suggested_reason,decision_match,correct
746813,"my order is still not fucking delivered , I want a fucking proper service",Delivery Delay,746813,Delivered but Not Received,0.46798956,ESCALATE,Low classification confidence,0.6378288,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
163638,"Hi, my parcel is showing as delivered at 16:18 but it isn't here, nor has it been left in any safe place or a note left?",Delivered but Not Received,163638,Delivered but Not Received,0.648501,AUTO_HANDLE,Sufficient confidence and retrieval,0.9727287,"I'm sorry that your order is showing as delivered but you haven't received it. Please check around the delivery location and with household members or others who may have accepted the package. If it is still missing, please contact Amazon support so the delivery can be investigated.",AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,True
274761,"you have cheated me. guys never trust this brand. haven't delevered the product and saying your product is delivered. Investigation tram, delevery boy are your u making me fool.",Delivered but Not Received,274761,Wrong / Damaged / Defective Item,0.25730833,ESCALATE,Low classification confidence,0.60206705,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
513460,That it was dispatched and attempted to be delivered at 5pm. But my mum was downstairs the entire time and I was upstairs the entire time. We heard nothing and there was no note.,Delivery Delay,513460,Delivered but Not Received,0.5582774,AUTO_HANDLE,Sufficient confidence and retrieval,0.55083656,"I'm sorry that your order is showing as delivered but you haven't received it. Please check around the delivery location and with household members or others who may have accepted the package. If it is still missing, please contact Amazon support so the delivery can be investigated.",AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,True
351141,Ordered a product on 24th Sept & gonna get delivered on 11th Oct I want it any how by 10th Oct. Ask the seller to deliver asap.,Delivery Delay,351141,Order Tracking / Status,0.40408328,ESCALATE,Low classification confidence,0.737255,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
885486,"One of your teams told me to change my address to get delivered to, and lied in email telling me it would be here today. It's not.",Delivery Delay,885486,Account / Login / Security,0.24394807,ESCALATE,Low classification confidence,0.57181835,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
682483,"The orders are continuously being marked as delivered without actual delivery. Several complaints, no result #Pathetic #Unreliable",Delivered but Not Received,682483,Delivered but Not Received,0.6557672,AUTO_HANDLE,Sufficient confidence and retrieval,0.74670947,"I'm sorry that your order is showing as delivered but you haven't received it. Please check around the delivery location and with household members or others who may have accepted the package. If it is still missing, please contact Amazon support so the delivery can be investigated.",AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,True
1123583,Pathetic delivery service of Amazon in Pune....Order reached warehouse on Oct 11 and still not delivered till now....,Delivery Delay,1123583,Delivered but Not Received,0.2715378,ESCALATE,Low classification confidence,0.681088,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
348033,I order an item to be delivered on Friday delivery then says rescheduled at customer request which I didn’t then called amazon who said,Delivery Delay,348033,Delivery Delay,0.19330299,ESCALATE,Low classification confidence,0.7308784,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
531620,The order was paid and the delivered option is showing signed by me this is offence of the privacy by your side,Delivered but Not Received,531620,Delivered but Not Received,0.69378424,AUTO_HANDLE,Sufficient confidence and retrieval,0.6666198,"I'm sorry that your order is showing as delivered but you haven't received it. Please check around the delivery location and with household members or others who may have accepted the package. If it is still missing, please contact Amazon support so the delivery can be investigated.",AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,True
200031,Need help with my amazon fire stick.,Non-actionable / Exclude,200031,Product / App / Website Issue,0.708482,AUTO_HANDLE,Sufficient confidence and retrieval,0.72878903,"I'm sorry you're experiencing an issue with the Amazon website or app. Please try refreshing the page or restarting the app. If the problem continues, please contact Amazon support.",ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,False
1114339,"hi, need help regarding exchange offers. Kindly contact ASAP.",Non-actionable / Exclude,1114339,Non-actionable / Exclude,0.36035058,ESCALATE,Low classification confidence,0.58423734,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
331368,Wow I am unable to find option for my problem..can't you guys help? Or any contact number..I m in US and m recieving waves of messages,Non-actionable / Exclude,331368,Account / Login / Security,0.18301179,ESCALATE,Low classification confidence,0.49970236,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
299994,Need support on the stat! Help me get rid of my phone kappa.,Non-actionable / Exclude,299994,Product / App / Website Issue,0.2950575,ESCALATE,Low classification confidence,0.428061,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
287854,"408-6016305-4794733 This is the order number. You track the history. If you can help, help me else I will take the loss and goodbye Amazon",Order Tracking / Status,287854,Order Tracking / Status,0.4797866,ESCALATE,Low classification confidence,0.7070087,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
329187,After so many conversation again you are failed to help me. stop this type of activities and don't make fool again n again..Big Big Shame on Amazon.in,Customer Support / Complaint,329187,Non-actionable / Exclude,0.26429966,ESCALATE,Low classification confidence,0.62179774,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
351837,the packaging of Philips qt4011 trimmer is different.is this the original product or duplicate?.pls help.,Wrong / Damaged / Defective Item,351837,Wrong / Damaged / Defective Item,0.5919389,ESCALATE,Weak historical retrieval similarity,0.41766137,This request should be reviewed by a human support agent.,ESCALATE,Manual review determined that human handling is required.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,False,True
1057341,ordered a book on the website. Not yet delivered and seller not responding. Please help,Delivery Delay,1057341,Wrong / Damaged / Defective Item,0.19474973,ESCALATE,Low classification confidence,0.6730068,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
815597,Support reps could not understand my problem and gave me unrelated advice. :/ Please help!,Customer Support / Complaint,815597,Customer Support / Complaint,0.4254892,ESCALATE,Low classification confidence,0.50103277,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
1071139,help! Need to cancel a music order but don't see how,Order Cancellation,1071139,Order Cancellation,0.85950166,AUTO_HANDLE,Sufficient confidence and retrieval,0.73415846,"Please check your Amazon orders page to see whether the order can still be cancelled. If the cancellation option is unavailable, please contact Amazon support.",AUTO_HANDLE,Routine order cancellation request.,AUTO_HANDLE,Routine order cancellation request.,True,True
367929,. . I want return this product help me asap 9555280010,Return / Refund,367929,Return / Refund,0.40527794,ESCALATE,Low classification confidence,0.6539553,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine return or refund request.,AUTO_HANDLE,Routine return or refund request.,True,False
1041263,"hi, I'm having trouble logging into my account. Could you help please?",Account / Login / Security,1041263,Account / Login / Security,0.9254711,AUTO_HANDLE,Sufficient confidence and retrieval,0.7066773,"For account or login issues, please use Amazon's official account support options. For your security, do not share passwords, verification codes, or other sensitive information in a public message.",ESCALATE,Account or security issue requires human review.,ESCALATE,Account or security issue requires human review.,True,False
1035091,I already spoke to customer support team. No help. Same old template answers & reactive responses. Not addressing lost opportunity.,Customer Support / Complaint,1035091,Customer Support / Complaint,0.48640874,ESCALATE,Low classification confidence,0.5316827,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
1073290,how can I call to file a claim? I bought from a seller I think is fake. OMG!!! I do not see file claim link on order. HELP ME!!!,Wrong / Damaged / Defective Item,1073290,Return / Refund,0.34694982,ESCALATE,Low classification confidence,0.62339014,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,True,False
726353,What happened to your logistics prowess? There have been MULTIPLE screw ups in 1 order and your help team is incompetent.,Customer Support / Complaint,726353,Customer Support / Complaint,0.49187136,ESCALATE,Low classification confidence,0.5081928,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
930159,"Are you able to provide invoices to purchases that appear on a credit card statement? I only have the purchase date, amount and credit card number. Please help!!!",Payment / Billing,930159,Payment / Billing,0.6376797,AUTO_HANDLE,Sufficient confidence and retrieval,0.54276574,"Please review the payment and billing details for your order or membership. If you do not recognize the charge or need further clarification, please contact Amazon support.",AUTO_HANDLE,Routine payment or billing issue.,AUTO_HANDLE,Routine payment or billing issue.,True,True
83504,"contacted you yesterday about this, and today over live chat. No one can tell me if there is a shipping delay or what is going on with my Xenoblade 2 preorder. Ordered on 9/29. Any help?",Delivery Delay,83504,Delivery Delay,0.3794708,ESCALATE,Low classification confidence,0.97031176,This request should be reviewed by a human support agent.,ESCALATE,Manual review determined that human handling is required.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,False,True
742398,"Can u tell me how to replace, what should i do for replacement, any link for replacement complaint. Help plzz",Wrong / Damaged / Defective Item,742398,Wrong / Damaged / Defective Item,0.61142516,AUTO_HANDLE,Sufficient confidence and retrieval,0.49057338,"I'm sorry that you received an incorrect or damaged item. Please check the return or replacement options available for the order. If you need further help, please contact Amazon support.",AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,True,True
547928,"what is going on? I've emailed the community help for 3 solid weeks about an issue with no answer! Not even a ""we got the email"". Nothing! #whatcustomerservice #frustrated",Customer Support / Complaint,547928,Customer Support / Complaint,0.40242067,ESCALATE,Low classification confidence,0.5864697,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
239746,I shared a sceenshot of mail chain ..which tells that i dint get any reply since 10 days.. ppl r seeing herevhow pathetic amazon help is. !,Customer Support / Complaint,239746,Non-actionable / Exclude,0.14734803,ESCALATE,Low classification confidence,0.6639333,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
936122,Why don’t you have all the color options? 🤔,Non-actionable / Exclude,936122,Non-actionable / Exclude,0.42881656,ESCALATE,Low classification confidence,0.40807495,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
56835,4 days since form filled! no updates since then. Shows how much you guys are concerned! Y waste our time by filling dse forms then?,Customer Support / Complaint,56835,Delivery Delay,0.28246045,ESCALATE,Low classification confidence,0.87990236,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
226406,Chat function was not available. I sent an email using the mailing facility on the link in your previous message.,Product / App / Website Issue,226406,Non-actionable / Exclude,0.30617797,ESCALATE,Low classification confidence,0.6470269,This request should be reviewed by a human support agent.,AUTO_HANDLE,"Routine product, app, or website issue.",AUTO_HANDLE,"Routine product, app, or website issue.",True,False
133767,still waiting for a refund...,Return / Refund,133767,Return / Refund,0.84121644,AUTO_HANDLE,Sufficient confidence and retrieval,0.64323545,"Please check the return or refund options available for your order from your Amazon orders page. If the refund or return is not progressing as expected, please contact Amazon support.",AUTO_HANDLE,Routine return or refund request.,AUTO_HANDLE,Routine return or refund request.,True,True
1121265,No reason given. Carrier is USPS. I got my normal mail today.,Non-actionable / Exclude,1121265,Delivery Delay,0.24656652,ESCALATE,Low classification confidence,0.57630247,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
27826,I’ve found a parcel at my door that’s not mine.Googled address and it’s not recognised. How do I return it ?,Return / Refund,27826,Delivered but Not Received,0.44619387,ESCALATE,Low classification confidence,0.9256847,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine return or refund request.,AUTO_HANDLE,Routine return or refund request.,True,False
153719,Like this safe place? 😡,Non-actionable / Exclude,153719,Non-actionable / Exclude,0.5394438,ESCALATE,Non-actionable message,0.5203216,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
47947,how could u do this to me,Non-actionable / Exclude,47947,Non-actionable / Exclude,0.55549043,ESCALATE,Non-actionable message,0.63571525,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
101206,"I'm honestly not sure. I wasn't necessarily expecting it the same day, but I did think it would arrive the same week, or at the very least the same month!",Delivery Delay,101206,Delivery Delay,0.62425566,AUTO_HANDLE,Sufficient confidence and retrieval,0.9544262,"I'm sorry that your order has been delayed. Please check the latest tracking information and estimated delivery date. If the order is already past the expected date, please contact Amazon support so they can look into the delivery.",AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,True
300045,Please check the root of this chain you'll find it easily,Non-actionable / Exclude,300045,Non-actionable / Exclude,0.44030213,ESCALATE,Low classification confidence,0.34497076,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
1004617,I have instigated a chat as the only option it gave was to call a US number!,Product / App / Website Issue,1004617,Order Tracking / Status,0.21993741,ESCALATE,Low classification confidence,0.6215913,This request should be reviewed by a human support agent.,AUTO_HANDLE,"Routine product, app, or website issue.",AUTO_HANDLE,"Routine product, app, or website issue.",True,False
24951,I have added my email address with the account kindly get back with the resolution,Account / Login / Security,24951,Account / Login / Security,0.68625194,AUTO_HANDLE,Sufficient confidence and retrieval,0.77669036,"For account or login issues, please use Amazon's official account support options. For your security, do not share passwords, verification codes, or other sensitive information in a public message.",ESCALATE,Account or security issue requires human review.,ESCALATE,Account or security issue requires human review.,True,False
274802,"And to top it off, one of the items, my 14year old son saved up his allowance and I had to tell him 3 times that it won't arrive in time. That is just crap.",Delivery Delay,274802,Wrong / Damaged / Defective Item,0.16620201,ESCALATE,Low classification confidence,0.4618856,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
597943,"yup. That's what we tried. On the receiving end they see this, when they are logged in",Non-actionable / Exclude,597943,Account / Login / Security,0.24624471,ESCALATE,Low classification confidence,0.4787745,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
277092,Instead of typing above MSG you should have contacted me if you r really concerned isn't it,Customer Support / Complaint,277092,Non-actionable / Exclude,0.26319793,ESCALATE,Low classification confidence,0.36248016,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
771378,u are #1 but not in this instance. I needed this hat now. Plz DM me to fix #CustomerService #business #travel,Delivery Delay,771378,Non-actionable / Exclude,0.29201812,ESCALATE,Low classification confidence,0.43338075,This request should be reviewed by a human support agent.,ESCALATE,Manual review determined that human handling is required.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,False,True
558493,"Oh boy, my serger arrived at my mom's house like this... Wtf ? With all the theft of packages that happens you ship a $200 serger without a box?",Wrong / Damaged / Defective Item,558493,Delivered but Not Received,0.41044858,ESCALATE,Low classification confidence,0.51071525,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,True,False
1097670,Yes! 3 times I’ve uninstalled. And yes im receiving an error message,Product / App / Website Issue,1097670,Product / App / Website Issue,0.40083805,ESCALATE,Low classification confidence,0.45198506,This request should be reviewed by a human support agent.,AUTO_HANDLE,"Routine product, app, or website issue.",AUTO_HANDLE,"Routine product, app, or website issue.",True,False
566693,My package was due yesterday and now it’s two days late 🙄🙄,Delivery Delay,566693,Delivery Delay,0.4446586,ESCALATE,Low classification confidence,0.6193156,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
813226,"hey !! Episode 3-6 is showing not available , come on man. ! #LaakhonMeinEk",Product / App / Website Issue,813226,Product / App / Website Issue,0.21568558,ESCALATE,Low classification confidence,0.6196011,This request should be reviewed by a human support agent.,AUTO_HANDLE,"Routine product, app, or website issue.",AUTO_HANDLE,"Routine product, app, or website issue.",True,False
693879,Thanks for letting me know.😍😍😘 Amazon,Non-actionable / Exclude,693879,Non-actionable / Exclude,0.6561594,ESCALATE,Non-actionable message,0.6333376,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
246347,"It's working, thanks!",Non-actionable / Exclude,246347,Non-actionable / Exclude,0.60660714,ESCALATE,Non-actionable message,0.51709044,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
230858,"Okay, thanks for your help 👍🏻",Non-actionable / Exclude,230858,Non-actionable / Exclude,0.8454885,ESCALATE,Weak historical retrieval similarity,0.36895913,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
702995,Thanks! I know they're not from Amazon 🤖,Non-actionable / Exclude,702995,Non-actionable / Exclude,0.36898768,ESCALATE,Low classification confidence,0.5421062,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
805571,Not camaflouged but complimentary hence unexpected and almost went unnoticed. Thanks again. :),Non-actionable / Exclude,805571,Non-actionable / Exclude,0.44846228,ESCALATE,Low classification confidence,0.34924406,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
558461,what happened to Lucifer? Seems stuck on episode 8 of current season? Thanks,Product / App / Website Issue,558461,Product / App / Website Issue,0.62098837,ESCALATE,Weak historical retrieval similarity,0.3888978,This request should be reviewed by a human support agent.,AUTO_HANDLE,"Routine product, app, or website issue.",AUTO_HANDLE,"Routine product, app, or website issue.",True,False
315275,thanks my query has been resolved.. 😀 Look forward to shop more,Non-actionable / Exclude,315275,Non-actionable / Exclude,0.7540403,ESCALATE,Non-actionable message,0.4646386,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
535162,"Thanks submitted the feedback, please make sure I get a properly sealed replacement.",Wrong / Damaged / Defective Item,535162,Wrong / Damaged / Defective Item,0.42157704,ESCALATE,Low classification confidence,0.5395042,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,AUTO_HANDLE,Routine product issue that can be handled with return or replacement guidance.,True,False
191698,Thanks for nothing you advertise beta codes so I preorder then u don’t deliver so u cancel. Guess I’ll skip,Order Cancellation,191698,Order Cancellation,0.35731897,ESCALATE,Low classification confidence,0.56476885,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine order cancellation request.,AUTO_HANDLE,Routine order cancellation request.,True,False
782701,Hey thanks for the link. Couple of agents were not able to fix the issue. They have asked for further 24-48hrs,Customer Support / Complaint,782701,Non-actionable / Exclude,0.28496495,ESCALATE,Low classification confidence,0.6370932,This request should be reviewed by a human support agent.,ESCALATE,Customer is complaining about the support experience.,ESCALATE,Customer is complaining about the support experience.,True,True
257132,can you look into this please? Ordered in May and still not here! Thanks.,Delivery Delay,257132,Order Tracking / Status,0.40809363,ESCALATE,Low classification confidence,0.6006049,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
687882,"Hello, do you deliver to Lubumbashi - Drc. Thanks",Non-actionable / Exclude,687882,Non-actionable / Exclude,0.43334967,ESCALATE,Low classification confidence,0.42876616,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
437319,All done. Thanks.,Non-actionable / Exclude,437319,Non-actionable / Exclude,0.7421085,ESCALATE,Weak historical retrieval similarity,0.44773942,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
449965,"Thanks. I got that far but none of the ""What can we help you with?"" options seemed applicable.",Product / App / Website Issue,449965,Non-actionable / Exclude,0.69326913,ESCALATE,Weak historical retrieval similarity,0.43965894,This request should be reviewed by a human support agent.,AUTO_HANDLE,"Routine product, app, or website issue.",AUTO_HANDLE,"Routine product, app, or website issue.",True,False
531692,I'm a Prime customer & ordered immediately a book promoted by you as having dropped to $1.99 only to be charged its full price. Confused. Thanks for help!,Payment / Billing,531692,Payment / Billing,0.49570918,ESCALATE,Low classification confidence,0.60423136,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine payment or billing issue.,AUTO_HANDLE,Routine payment or billing issue.,True,False
810793,"Greetings sir, Had written to you regarding my worst exp of my order got a reply from ur side, thanks, I really appreciate (1/2)",Non-actionable / Exclude,810793,Non-actionable / Exclude,0.3306966,ESCALATE,Low classification confidence,0.5409746,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
726329,Thanks for the speedy help! All fixed and replacement ordered! Phew! 💕,Non-actionable / Exclude,726329,Wrong / Damaged / Defective Item,0.39687845,ESCALATE,Low classification confidence,0.60319805,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
1152724,That worked. Thanks!,Non-actionable / Exclude,1152724,Non-actionable / Exclude,0.7208023,ESCALATE,Non-actionable message,0.5031402,This request should be reviewed by a human support agent.,ESCALATE,No clear actionable request; do not auto-handle.,ESCALATE,No clear actionable request; do not auto-handle.,True,True
678256,"Thanks. When I follow the link to the item from my order, it says I could have it by the weekend if I ordered today.",Order Tracking / Status,678256,Delivery Delay,0.31045157,ESCALATE,Low classification confidence,0.7094984,This request should be reviewed by a human support agent.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,AUTO_HANDLE,Routine delivery or tracking issue with a clear customer request.,True,False
