customer_tweet_id,customer_message,true_intent,predicted_intent,confidence,correct
833617,I've worked out what's happening. I have my amazon account tied to another under Prime Household. I can't download but the other can - why?,Prime Membership / Benefits,Prime Membership / Benefits,0.47416314,True
197844,"Me being a prime member, why is there a delay #AmazonIndia #lenovoz2plus #problems #hardware",Delivery Delay,Prime Membership / Benefits,0.22264114,False
833600,my moms amazon prime account charged my bank account. i am not happy about this.,Payment / Billing,Payment / Billing,0.58984333,True
1097705,Correction... I won’t get it until Monday.. why advertise as a prime item if I can’t get it in 2 days??,Delivery Delay,Prime Membership / Benefits,0.4301717,False
123399,"I tried getting you to call me on 2 different phones. Neither rang. It appears I am not the only one unhappy with courier. Quick search for #amazon & that's the first 2 tweets. If this is how my free trial of Prime is, you can bet I'm not going to pay for it.",Delivery Delay,Prime Membership / Benefits,0.2560137,False
391662,"This is the 3rd Amazon Prime order in a row that has missed the ""guaranteed delivery by"" date. All were shipped with AMZL US.",Delivery Delay,Order Tracking / Status,0.27250183,False
432985,"#apptreasurehunt people winning countinously are only prime member, i just upgraded to prime membership and see my first win (1/3)",Prime Membership / Benefits,Prime Membership / Benefits,0.56589156,True
51580,What’s the point of prime if I get 10+ day shipping?,Delivery Delay,Prime Membership / Benefits,0.40319428,False
476044,"I tried cancelling the toys, which I was successful with one, but the other I can’t. Like I totally get the holidays are a much busier season but every single one of my packages lately have been delayed and taken a week when I pay for prime shipping.",Order Cancellation,Order Cancellation,0.2645921,True
274074,"Wondering about the ""free Prime"" included with the Echo I just purchased. Does it extend my existing Prime membership for a year?",Prime Membership / Benefits,Prime Membership / Benefits,0.6556749,True
215962,Yes even the packing also worst. I didn't experience wth my previous orders.What is the use of prime subscription.Cheating with extra bucks?,Prime Membership / Benefits,Prime Membership / Benefits,0.31219608,True
231306,"I cancelled Amazon Prime. But no refunds, I could not find a way to request for refund.",Return / Refund,Return / Refund,0.8009334,True
765751,any reason why prime delivery of products showing as Monday? I ordered something on Friday thinking it would arrive today. Everything seems the same...,Delivery Delay,Delivery Delay,0.47333518,True
234149,"9840545602 Manivannan, It automatically subscribed for amazon prime to my account & money debited, i wanna cancel that.pl help",Prime Membership / Benefits,Prime Membership / Benefits,0.33199948,True
95435,"Ordered products using Prime that was sold and shipped by Amazon. #1 the shipping was delayed , #2 Package is missing , Customer care rep wants me to contact AMZ-L .Amazon Logistics does not have phone support available. So much for prime member benefits !",Delivery Delay,Prime Membership / Benefits,0.24693945,False
27883,But I haven’t even consented to prime before I want my money back,Return / Refund,Return / Refund,0.35714498,True
93537,Latest example. Yes this is a Prime item.,Non-actionable / Exclude,Prime Membership / Benefits,0.35095906,False
744210,It's great when tells you that your Prime membership isn't qualified to use for prime. Even though you pay them monthly. WTF,Prime Membership / Benefits,Prime Membership / Benefits,0.6469292,True
494985,"I’ve contacted them and I’m not getting this until tomorrow now, this is completely unacceptable also what is the point of me having prime, if I don’t get the product I preordered on the day of release?",Delivery Delay,Prime Membership / Benefits,0.5125184,False
1006052,False advertising Advertise “guaranteed” next day delivery stay in all day. They mark as delivered and no item. Told 2 wait 48hr..,Delivered but Not Received,Delivery Delay,0.35409847,False
611174,That's exactly what I've been doing. They can't or won't help. I'm now contacting you in public because nothing has changed. Just more blatant lies. You offer next day delivery - and you don't even attempt it. How is that not fraud?,Delivery Delay,Delivery Delay,0.15846369,True
394927,"no delivery yesterday, whatever happened to all that tiny helipads in your back garden malarkey?",Delivery Delay,Delivered but Not Received,0.22239164,False
132550,"So my package came and I wasn’t in, told the delivery man to leave it in the safe place, as I can talk to him through the intercom on my phone and he just totally dismissed it and went away without delivery! 😡 i think im through with amazon!",Delivery Delay,Delivered but Not Received,0.6429131,False
1087631,Pranam. Which language you guys understand.bcoz of your False commitment i give alternate Address. Dont want delivery sud atmp there,Delivery Delay,Payment / Billing,0.14763892,False
581878,Additionally they haven't actually said which day they WILL be delivering it.,Delivery Delay,Delivery Delay,0.72140425,True
652175,"You know what I hate? Amazon's delivery service, (NOT PRIME NOW, the standard delivery). Very rarely do they not screw up. Just ship it via UPS or FedEx you jerks. Side note: I wont have my extra mix packs for Dropmix games at Friendsgiving. :(",Delivery Delay,Delivery Delay,0.3417439,True
1116047,another shipping delay item was in stock and I choose 1 day shipping told by care nothing we can do. 3rd issue in 6 months.,Delivery Delay,Delivery Delay,0.49335212,True
169519,Hi. I ordered yesterday at 12.44 and delivery was confirmed for today. Got an update at 8pm tonight that it’s not coming and to contact Amazon if not revived by Wednesday!,Delivery Delay,Order Tracking / Status,0.2882498,False
378182,"my delivery date says pending, but before it said the 11th. Does this mean that you're unsure when I'll get my package?",Delivery Delay,Delivery Delay,0.52935606,True
139980,why do your couriers insist on lying they have made a delivery time and time and time again.,Delivery Delay,Delivery Delay,0.36075985,True
323366,Done already. Prime has failed to deliver on 1 day GUARANTEED delivery. Never was this disappointed.,Delivery Delay,Delivery Delay,0.5479548,True
877001,I love the fact that has the option to put delivery instructions but then the delivery guy doesnt follow them...,Delivery Delay,Delivered but Not Received,0.23770076,False
1081743,still Issue with you amazon delivery became to late more than two days am ordering product for me not for your hub,Delivery Delay,Delivery Delay,0.18631028,True
789695,Day 4 no delivery no reply no response You all have from bad to horrible new levels of achieving customer satisfaction,Delivery Delay,Customer Support / Complaint,0.5752738,False
1033084,"Delivery for Thurs, no delivery attempt. Fri again, no delivery attempt. Cust services promised today. NO DELIVERY AGAIN. 😡",Delivery Delay,Delivery Delay,0.2773802,True
1020928,Yes reordered no delivery date and customer services advised they'd speak to the relevant department however 9 days later still no shipment.,Delivery Delay,Delivery Delay,0.3714452,True
782338,"order # 206-4012294-5761923, 206-8227967-3333936 I have not had an email with a revised delivery date. Please tell me where my stuff is and when I will receive it!",Delivery Delay,Order Tracking / Status,0.55834615,False
838272,i'am having prob with ur Service regarding today's delivery of my 👟... Do u have any idea how to solve this problem...,Delivery Delay,Customer Support / Complaint,0.23848547,False
162130,"The orders each said I had selected Prime One Day Delivery, but the arrival dates were up to 5 days later",Delivery Delay,Delivery Delay,0.6129452,True
698731,"Tonight it says Saturday, but my order still won't arrive till Tuesday!",Delivery Delay,Delivery Delay,0.37080607,True
980110,Order #408-1244342-2854732 U may checkout the scenario.,Non-actionable / Exclude,Order Tracking / Status,0.47497717,False
752917,"Will you become poor if you returned my INR 1,985 for an undelivered order. # Not asking u to compensate for hassles.",Return / Refund,Non-actionable / Exclude,0.2052991,False
549411,my Christmas star came broken and you still haven't shipped out our replacement order 3 days later. #horriblecustomerservice,Wrong / Damaged / Defective Item,Wrong / Damaged / Defective Item,0.30456653,True
1120383,I was told today. But I show nothing on tracking except for the diff order. I have never had issues like this,Order Tracking / Status,Order Tracking / Status,0.26878592,True
526542,Billing address is same as Shipping address. Could you please check I'm not able to change. Order 402-6608900-3256313,Payment / Billing,Payment / Billing,0.43714285,True
322885,I paced an order that I wanted for so long and here the details are and look what I have got,Wrong / Damaged / Defective Item,Order Tracking / Status,0.2790278,False
318424,order no 405-9749390-2072353... No one even attempted to deliver it and now I got the message that it's being returned back..,Delivery Delay,Delivered but Not Received,0.27614594,False
137099,"Being no 1 worldwide, and still aren't able to solve the issue of a customer. How sad! Been almost 20 days and waiting for my order to get delivered, had word with your call team and wrote an email as well. Will be counting how many more things need to be done to get my order.",Delivery Delay,Customer Support / Complaint,0.30209345,False
1150922,your performance over the Diwali sale had been great to worse! I waited for a week for my order and had to cancel it finally..,Order Cancellation,Order Cancellation,0.36703053,True
180565,"It would be great if customer come to about which courrier compny going ship before placing order, there is history of each courier services",Non-actionable / Exclude,Order Tracking / Status,0.34552446,False
288133,"please check with the order number, 407-4882866-7738709. and see the status",Order Tracking / Status,Order Tracking / Status,0.6033634,True
446086,6 days later and Amazon still hasn't bothered to ship my order... 😑,Delivery Delay,Delivery Delay,0.29808983,True
64208,"This is ridiculous, I’ve literally just shown what the tracking is showing and your asking again, can you not look through the thread of tweets? Something needs to be done ASAP otherwise I’ll just cancel my order",Order Tracking / Status,Order Tracking / Status,0.19476871,True
258873,"That feeling when you're waiting for your Amazon order and it just keeps saying ""out for delivery."" 😱😱😱",Delivery Delay,Delivered but Not Received,0.2319697,False
712041,been on hold for 15 minutes while trying to file an A-to-Z claim. Talked to someone and gave order number nut have been listening to music for 10 min and silence for 5...,Customer Support / Complaint,Customer Support / Complaint,0.23250115,True
313895,I have already send a photo of order invoice,Non-actionable / Exclude,Non-actionable / Exclude,0.25826645,True
530746,So thanks to and I'm spending another weekend on the phone (mostly on hold) trying to find out what's going on with my order and why it hasn't been delivered. It's been A MONTH since I placed the order #CustomerServiceSucks,Delivery Delay,Delivered but Not Received,0.4980465,False
475127,I pkaced and order costing auoward of £940 you cancelled the order and out account on hokd due to possabke fraud which it wasnt and niw am getting dispatch emails sent saying ny stuff us being sent when cant get into my account still and was told on ohone 3 times it was cancelled,Account / Login / Security,Order Cancellation,0.36265558,False
1128690,"Call me on my mobile, you can track my number from order I'd, amazon care not providing any complaint number.",Customer Support / Complaint,Order Tracking / Status,0.26456225,False
181319,Hey . Just because I am trying to buy a gift card from you and a big item on one of your Prime credit cards at the same time doesn’t mean my account has been hacked and you need to BLOCK IT FOR FIVE HOURS ON BLACK FRIDAY!!! #RageAgainstTheAlgorithm,Account / Login / Security,Account / Login / Security,0.30269107,True
551830,why do I pay for prime if it doesn't come the next day as described.... Waited in all day for this parcel!,Delivery Delay,Payment / Billing,0.36690235,False
105205,It also doesn’t work anyone with accounts on multiple platforms. Says “you’re stuck in the past..” no workaround yet,Product / App / Website Issue,Account / Login / Security,0.5903676,False
477762,No it was just everything that I looked at that is #prime doesn't show as being available to deliver the next day. I sort of suspected that you have dropped this for certain items.,Prime Membership / Benefits,Delivery Delay,0.3598294,False
549558,Thanks. Kudos to UPS for being in constant contact and following up with me. Amazon makes it really hard to get through to a human... their semi-automated support system doesn't seem to be able to tell this shipping state!,Customer Support / Complaint,Delivered but Not Received,0.24272373,False
789043,i had already have chat with your representative ... It doesn't work,Non-actionable / Exclude,Account / Login / Security,0.23093057,False
130241,The app says I have to purchase books on the app. The app doesn’t accept my Audible credits. I just want to get a new book for bed 😫,Product / App / Website Issue,Non-actionable / Exclude,0.21143574,False
442845,I have been trying to sort a problem with your various call centres and chat associates since Sunday and no-one is helping me. You're about to lose a very valuable Prime customer is someone doesn't call me soon to resolve. Missing order!!!,Delivery Delay,Customer Support / Complaint,0.5481601,False
346740,Doesn’t have an option for someone sent package using my data.,Product / App / Website Issue,Delivered but Not Received,0.26538667,False
465753,"i paid $40 for a nintendo ds lite that doesn’t work, although it was said to be in “good” condition. how can i get my money back?",Return / Refund,Return / Refund,0.58275545,True
304370,I just want to know if the package is out for delivery this morning. I need it by 3pm and it doesn't say what carrier it is,Order Tracking / Status,Order Tracking / Status,0.52493966,True
1075175,My UPS driver knows my office building closes at 5. Apparently your driver doesn’t.,Delivery Delay,Delivery Delay,0.2520402,True
1157265,They work then they crash or the audio doesn’t match up with what’s happening,Product / App / Website Issue,Wrong / Damaged / Defective Item,0.42041096,False
512441,my package for Amazon pantry is delayed and UPS has no info. Having it delivered to a hotel where I'm checking out tomorrow. If it doesn't come today I don't want it. I was promised prime delivery,Delivery Delay,Delivery Delay,0.2963956,True
751261,Echo Dot in India doesn't have any India specific apps? Even for traffic it's not taking India address (1/3),Product / App / Website Issue,Product / App / Website Issue,0.35475102,True
755084,Shortly doesn't have any time frame? Such useless service of yours. #Amazonloosers,Delivery Delay,Customer Support / Complaint,0.27332678,False
134860,It doesn’t give me any company name or phone number.,Product / App / Website Issue,Order Tracking / Status,0.19747512,False
868714,"So messed up my Fire Emblem Warriors pre-order and I still don't have it, fuming doesn't even cover it",Delivery Delay,Product / App / Website Issue,0.6060611,False
164934,"If you take a look at the picture, you’ll see all the text is in one column. It doesn’t move left to right while typing.",Product / App / Website Issue,Product / App / Website Issue,0.5125264,True
69969,done. Hope someone helps and just doesn't give us false promises this time🙄,Non-actionable / Exclude,Non-actionable / Exclude,0.57473755,True
500679,About 2 seconds away from ending my membership. I've literally NEVER had so many problems with account security & customer service before when shopping online. ✌️ out ...it was mediocre while it lasted.,Account / Login / Security,Account / Login / Security,0.20948415,True
778908,how my problem will be resolved then? i have paid online and my order is being returned and your customer care is useless. what to do now?,Return / Refund,Customer Support / Complaint,0.27845892,False
757093,I’ve had problem with my account which have been blocked from past three months and least assisted by your customer service team.,Account / Login / Security,Account / Login / Security,0.7369555,True
958176,"Amazons new AMZL US has the worst tracking service ever, never correct delivery dates, or times. I pay for prime for the worst service 🙄",Delivery Delay,Delivery Delay,0.22927697,True
708579,This has been a harrowing experience and not what is known for in customer service. Still is unresolved - no real help from anyone,Customer Support / Complaint,Customer Support / Complaint,0.78997254,True
133596,Yes what it was one item in my cart was holding it up. Apparently there was an issue with the item and or seller and the place order wouldn’t go through the page just kept reloading. One of Amazons customer service from home folks helped me troubleshoot and track down the issue.,Product / App / Website Issue,Product / App / Website Issue,0.14058408,True
631596,"Every single order (3) in the past week has been late when shipped by . I have not received customer service that has been satisfactory and the last package, I walked to USPS to pick up myself. Please make this right...",Delivery Delay,Delivery Delay,0.5370494,True
144185,"#Worst experience with you ever, #wrong shipment details provided, #order #cancelled after 6 days without any intimation, #No #refund till date #customer service executive talked in very rude language & hang up without listening anything. #ridiculous services.",Return / Refund,Order Cancellation,0.2628861,False
932689,Had the best customer service ever. The woman was from Jamaica and sang Bob Marley down the phone to me...,Non-actionable / Exclude,Customer Support / Complaint,0.64887816,False
320348,1__credit_card__ Your customer support is horrible,Customer Support / Complaint,Customer Support / Complaint,0.43694544,True
521720,is this what teach your customer service team. When in doubt ignore the customer,Customer Support / Complaint,Customer Support / Complaint,0.8998606,True
631725,i got locked out of my account never recieved my items customer service rep. was super rude & cant cancel my prime supscription because....my account is still locked,Account / Login / Security,Account / Login / Security,0.49438983,True
761873,I HATE YOUR CUSTOMER SERVICE AHHHHHHHHHHHHH,Customer Support / Complaint,Customer Support / Complaint,0.7391003,True
339157,thank you for having the worst customer service. I have been waiting for my money since Sept 19th.,Return / Refund,Customer Support / Complaint,0.37620354,False
1083816,#AmazonIndia ... After 20 days and 5 calls and emails to your customer care... i did not receive refund nor the right product,Return / Refund,Return / Refund,0.7418448,True
976853,please wait for a lawyer notice for your shitty customer service. 404-9431882-1668333 #worstCustomerService #Amazon,Customer Support / Complaint,Customer Support / Complaint,0.48578942,True
725901,I have already sent a mail yesterday at 9pm & called customer care but no response as of now. Marked mail to Jeff also.#fraud,Customer Support / Complaint,Delivered but Not Received,0.2659043,False
1114945,but still my packet is not delivered........no proper response from courier team and amazon customer care.......they r jst delaying my order,Delivery Delay,Delivered but Not Received,0.37632486,False
1103601,Your customer service has deteriorated to unbelievable depths.,Customer Support / Complaint,Customer Support / Complaint,0.7854465,True
311011,"You are right, I am also facing issue with Amazon.their customer service taking too much time to solve any issue.",Customer Support / Complaint,Wrong / Damaged / Defective Item,0.17834361,False
1146597,"I haven’t received any feedback, the status just says waiting to receive item back.",Return / Refund,Return / Refund,0.20262593,True
900393,I received refund in my bank account thank you Now I am satisfied,Non-actionable / Exclude,Return / Refund,0.86576587,False
381995,"Still i have not received this product, this is really really pathetic",Delivery Delay,Wrong / Damaged / Defective Item,0.22058803,False
99963,"just received what I believe to be a bogus email, do you want these forwarded to a fraud dept so they can get shut down? #fraud",Account / Login / Security,Account / Login / Security,0.3368682,True
235156,"hi, I’ve just received an email to say I’ve renewed my prime. Never had it. Is this spam? Please help",Prime Membership / Benefits,Prime Membership / Benefits,0.45666927,True
569137,I've still not received any sort of response whether helpful or not. I really expected more from Amazon,Customer Support / Complaint,Non-actionable / Exclude,0.3094797,False
718400,Hey I've received an email from you? claiming to be 'checking user details' and threatening to disable acc 4 non use! Presume it's a #scam ? Acc used a wk ago😉,Account / Login / Security,Account / Login / Security,0.69147825,True
99815,"Very Disappointed with Amazon.in.This is back to back Second time when i ordered something and got the incorrect/different product in delivery. Is this a ""Fashion Freak"" Brand Product which i received in my order???#WorstExampleofApniDukan.",Wrong / Damaged / Defective Item,Wrong / Damaged / Defective Item,0.3147902,True
133770,this is what I received in my 5 order. Please help!,Wrong / Damaged / Defective Item,Order Tracking / Status,0.3496884,False
356374,"Dear I didn't received my products {tracking id 5180758578866} , which was supposed to deliver on Oct 4.",Delivery Delay,Order Tracking / Status,0.42152613,False
180206,I've pre-ordered Star Wars Battlefront 2 but haven't received a code for early access to the beta. Please help.,Product / App / Website Issue,Non-actionable / Exclude,0.24753071,False
865809,"What reply when will I get my cashback ,,it was supposed to be received by 12th Nov ,,u guys have any shame left or not... not even one time u have given my due promised cashback without harrassing me.",Payment / Billing,Return / Refund,0.48311317,False
