customer_tweet_id_x,customer_message,true_intent,predicted_intent,confidence,decision,escalation_reason,best_similarity,generated_response,retrieved_1_customer,retrieved_1_response,retrieved_1_intent,retrieved_1_intent_confidence,retrieved_1_similarity,retrieved_1_score,retrieved_1_intent_match,retrieved_2_customer,retrieved_2_response,retrieved_2_intent,retrieved_2_intent_confidence,retrieved_2_similarity,retrieved_2_score,retrieved_2_intent_match,retrieved_3_customer,retrieved_3_response,retrieved_3_intent,retrieved_3_intent_confidence,retrieved_3_similarity,retrieved_3_score,retrieved_3_intent_match,retrieved_4_customer,retrieved_4_response,retrieved_4_intent,retrieved_4_intent_confidence,retrieved_4_similarity,retrieved_4_score,retrieved_4_intent_match,retrieved_5_customer,retrieved_5_response,retrieved_5_intent,retrieved_5_intent_confidence,retrieved_5_similarity,retrieved_5_score,retrieved_5_intent_match,customer_tweet_id_y,corrected_intent,rank_1_intent_match,rank_2_intent_match,rank_3_intent_match,rank_4_intent_match,rank_5_intent_match,first_matching_rank
547928,"what is going on? I've emailed the community help for 3 solid weeks about an issue with no answer! Not even a ""we got the email"". Nothing! #whatcustomerservice #frustrated",Customer Support / Complaint,Customer Support / Complaint,0.40242067,ESCALATE,Low classification confidence,0.5864697,This request should be reviewed by a human support agent.,@116090 Why is there no email option for feedback? I have had nothing but frustration with your chat and phone options. My issue is not being addressed and I have wasted too much time trying to get my questions answered.,"@144786 I'm sorry for the poor experience! Please click this link: https://t.co/3Bjgm5YEW8 to send us feedback. Just select Non-order Related. Then use the drop down boxes to select ""other non-order topics and then ""give Amazon feedback."" ^EP",Customer Support / Complaint,0.38114062,0.5864697,0.6691758,1,"@115850 services are turning pathetic by the day... order not delivered on time, escalation Call hangs up... no response from support",@146149 I understand you're upset and I regret that we haven't been able to deliver the product on time. We'd like to understand this better. Kindly drop your details here: https://t.co/beaaDm0muc and we'll get in touch with you at the earliest. ^SC,Customer Support / Complaint,0.5751296,0.58271337,0.6661707,1,@AmazonHelp just spoke to your helpline again and still not had the any help at all. does anyone know what they are doing?,@142144 Hello! What was advised when you contacted us?^CN,Customer Support / Complaint,0.2735123,0.5756877,0.6605502,1,@121888 @121992 @120474 same issue - and no reply from @120474,"@122088 Hi Andy, Please use this link to get in touch and we'll help: https://t.co/JzP7hlA23B ^RL",Customer Support / Complaint,0.23214881,0.56566995,0.652536,1,@AmazonHelp Everything is resolved and wouldn't happen again. That was yesterday. Today more issues and supervisor just said email or send letter. Well I want answers today and not in 2 weeks. Ridiculous customer service for a service I pay for.,"@145709 Hi, I am sorry to hear that you've not managed to have your issue resloved, can you please tell us what it was originally so we can help? ^ HS",Customer Support / Complaint,0.20261621,0.56296307,0.6503705,1,547928,Customer Support / Complaint,True,True,True,True,True,1.0
239746,I shared a sceenshot of mail chain ..which tells that i dint get any reply since 10 days.. ppl r seeing herevhow pathetic amazon help is. !,Customer Support / Complaint,Non-actionable / Exclude,0.14734803,ESCALATE,Low classification confidence,0.6639333,This request should be reviewed by a human support agent.,@AmazonHelp Shared second time now plz now do something and reply with positive response.,@158262 We've received your details and working on it. Keep an eye on your mailbox. ^YP,Non-actionable / Exclude,0.2552566,0.6639333,0.73114663,1,@AmazonHelp This is the same reply i am getting for the 9th time,"@130724 I get that you're upset. However, be assured we're working on it and we'll get back to you soon. ^BV",Non-actionable / Exclude,0.26858017,0.66193914,0.7295513,1,@AmazonHelp I got this mail yesterday https://t.co/YcuH8lZOZ1,"@158239 Hence, please provide them with the required information to assist you with this accordingly. (2/2)^HR",Non-actionable / Exclude,0.2237376,0.6611203,0.72889626,1,@AmazonHelp Thank u for ur help 👏 I have replied to emails number of times n i have replied today also...thanks for ur valuable time n response,@123350 I'm sorry about the stretch. We've received your revert and we'll reach out to you soon. ^GK,Non-actionable / Exclude,0.3831848,0.6609334,0.7287467,1,@AmazonHelp I have given the reply for the 6th time now,"@130724 I certainly understand the trouble regarding your concern. Sorry for the stretch. But as this is a social media platform we can't help you with the information here. Hence, kindly reply to our correspondence to assist you further. ^HR",Non-actionable / Exclude,0.42000908,0.6568836,0.7255069,1,239746,Customer Support / Complaint,False,False,False,False,False,
936122,Why don’t you have all the color options? 🤔,Non-actionable / Exclude,Non-actionable / Exclude,0.42881656,ESCALATE,Low classification confidence,0.40807495,This request should be reviewed by a human support agent.,@AmazonHelp I can’t see that option at all.,"@146928 Hi, this would show when you are adding a delivery address to your account through the website. The option may not show when adding an address through the shopping app. ^ES",Non-actionable / Exclude,0.5213695,0.40807495,0.52646,1,@AmazonHelp It doesn’t give me an option when I click on the order,"@148581 That's odd! Let's take a look into this further! When you have a chance, please reach out to us in real-time here: https://t.co/hApLpMlfHN ^HM",Non-actionable / Exclude,0.2637168,0.40328038,0.5226243,1,"@116928 acabo de comprar un movil, y no me viene la opcion de elegir color... Intento buscar un tlf de contacto u otra forma, pero no lo cuentro... Help!!! Thanks","@147604 Hola Carlos, ¿nos podrías compartir el enlace de producto que has comprado? ^KA",Non-actionable / Exclude,0.31920648,0.3958419,0.5166735,1,@120474 why wont it let me buy morrisey tix?? I havent bought any. https://t.co/Y66IRf4xZX,@121999 Apologies. Please reach out to us here:https://t.co/INOapUwkLQ and we'll look into it. ^PK,Non-actionable / Exclude,0.46913522,0.38246623,0.505973,1,Yoo @AmazonHelp why can I not add this offer to my basket? https://t.co/mwgzO8I2Zh,"@145912 Apologies Regina, the item Nintendo Switch - Red with Super Mario Odyssey code, is no longer available from the seller you selected. ^BD",Non-actionable / Exclude,0.28946996,0.376697,0.5013576,1,936122,Non-actionable / Exclude,True,True,True,True,True,1.0
56835,4 days since form filled! no updates since then. Shows how much you guys are concerned! Y waste our time by filling dse forms then?,Customer Support / Complaint,Delivery Delay,0.28246045,ESCALATE,Low classification confidence,0.87990236,This request should be reviewed by a human support agent.,@AmazonHelp 4 days since form filled! no updates since then. Shows how much you guys are concerned! Y waste our time by filling dse forms then?,"@128875 If you've shared your details, you should've received a correspondence from us. Kindly check here: https://t.co/8DAc10S7ww ^AK",Delivery Delay,0.18903829,0.87990236,0.9039219,1,Waited in for 12hrs today for a parcel today after 12hrs yday from @115830 and yet still not here but the updates say should be on way for sure. Not impressed. Wonderful service. Not.,"@140829 I'm very sorry about the delay. Whenever you have the time, give us a shout here: https://t.co/JzP7hlA23B We'd be happy to look into your order and assist in real-time. ^SK",Delivery Delay,0.51155543,0.49328667,0.59462935,1,"@AmazonHelp Did as asked, been exactly 1 month since proper update as to wen if ever ill c my package? Been more than 3days since assurances on Twitter by @133929 to get back, hrs turns into days,frget delivery, I wuld even settle for tiniest info if any can b given,plz give some update https://t.co/JVNcTtyY8h",@147812 Thanks a bunch for sharing your details. We shall reach out to you at the earliest. Keep a close eye on your registered e-mail. ^CB,Delivery Delay,0.19035795,0.45356476,0.56285185,1,"Yo @115821 getting real annoying with these ""guaranteed"" delivery dates being inaccurate. Like five in a row now.","@157495 I'm sorry for the trouble with your recent deliveries! Are you currently missing an order? If so, have you had a chance to reach us by phone or chat for our available options: https://t.co/hApLpMlfHN? ^LR",Delivery Delay,0.366719,0.452744,0.56219524,1,Yay! My entire @115830 Subscribe & Save order is 'delayed' - no estimate... just 'delayed',"@130675 I'm sorry to hear this, Darren. Has the order dispatched yet, or is it still preparing for dispatch? You can view this information here: https://t.co/ijxJ9jCwr9 ^GR",Delivery Delay,0.28984153,0.4484216,0.5587373,1,56835,Customer Support / Complaint,False,False,False,False,False,
226406,Chat function was not available. I sent an email using the mailing facility on the link in your previous message.,Product / App / Website Issue,Non-actionable / Exclude,0.30617797,ESCALATE,Low classification confidence,0.6470269,This request should be reviewed by a human support agent.,@AmazonHelp There isn't any chat option visible Kindly request you to place a call ... Meanwhile @117013 @125519 please confirm your stand about service regarding this product...,"@131293 Under tab 3: How would you like to contact us? You will see to the left ""chat"" and to the right ""phone"" and ""E-mail"". Kindly select chat and reach out to us and we will assist you further. (3/3)^HR",Non-actionable / Exclude,0.3572596,0.6470269,0.7176215,1,@AmazonHelp I tried chat and am now on the phone,@146697 Keep us posted! ^NC,Non-actionable / Exclude,0.34454435,0.6235709,0.6988568,1,@AmazonHelp Wasn’t even brought up. I called and used the chat. Very disappointed.,@121473 My team would like to look into helping with this. Please provide your info & we will reach out: https://t.co/2kHRWcnKYj ^RM,Non-actionable / Exclude,0.26580754,0.58146304,0.66517043,1,@AmazonHelp Wow could you guys suck anymore you disconnected my chat window when trying to get this resolved,"@134323 I'm so sorry about that! Please give us another chance to help, use the same link provided before. ^MH",Non-actionable / Exclude,0.24333146,0.5611046,0.6488837,1,@AmazonHelp the last email i got was the transcript of the last chat that i requested.. you want me to reply to that??,@118701 Sorry about the order cancellation. Please reply to the email you've received from our Social media team and we'll get back. ^KA,Non-actionable / Exclude,0.20716439,0.5565623,0.64524984,1,226406,Product / App / Website Issue,False,False,False,False,False,
133767,still waiting for a refund...,Return / Refund,Return / Refund,0.84121644,AUTO_HANDLE,Sufficient confidence and retrieval,0.64323545,"Please check the return or refund options available for your order from your Amazon orders page. If the refund or return is not progressing as expected, please contact Amazon support.",@AmazonHelp still waiting for a refund...,"@146145 I'm sorry, did you contact our customer service team here: https://t.co/vlvfJr4nN9? ^SI",Return / Refund,0.5523934,0.64323545,0.71458834,1,@AmazonHelp Still haven't got any refund how long?,@146916 We've sent you a correspondence to your registered email ID here: https://t.co/fYrzNInVt2. Kindly check. ^PS,Return / Refund,0.85910547,0.6333971,0.70671767,1,@AmazonHelp I have spoken to someone over the phone. They assure me that a refund has been set up and I should see it credit my accoint in 5-7 working days.,@133242 Have you received an e-mail confirmation of the refund? Please be sure to check your spam/junk folder. ^HS,Return / Refund,0.89110076,0.6299726,0.70397806,1,@115850 Did not receive the refund even after 9 days. https://t.co/NMxpIQx3yL,@133557 Please don’t provide your details as we consider them to be personal information. Our Twitter page is visible to public. (2/2)^YP,Return / Refund,0.71271557,0.60808593,0.6864688,1,@AmazonHelp Yes...Promised to initiate the refund by today... Still waiting...Let's see!,"@146145 Thank you for the heads-up. In that case, the refund will be processed within 24 hours and will reflect on your account statement within 2-4 business days. ^AP",Return / Refund,0.6241126,0.60303515,0.6824281,1,133767,Return / Refund,True,True,True,True,True,1.0
1121265,No reason given. Carrier is USPS. I got my normal mail today.,Non-actionable / Exclude,Delivery Delay,0.24656652,ESCALATE,Low classification confidence,0.57630247,This request should be reviewed by a human support agent.,@115850 Why the hell your expected delivery time and actual delivery time vary so much? It was showing delivery by 2nd dec and im getting call to collect it today only,"@131072 The agents always try to deliver the order before estimated delivery date if their slot for delivery is available. However, if you are not available to collect it, kindly inform the agent to reschedule the delivery whenever possible within the mentioned date. ^HR",Delivery Delay,0.43066517,0.57630247,0.661042,1,@AmazonHelp It says its suppose to arrive today at 8 but no updates since 1 pm yesterday and it’s suppose to come USPS,"@128306 Carriers can deliver up to 8:00 PM, if it doesn't arrive please reach out to USPS by phone here: https://t.co/RE7EVdCU1F ^GR",Delivery Delay,0.41233623,0.55098146,0.64078516,1,"@AmazonHelp So a whole day lost... and now we have a second package coming tomorrow, which might have the same problem. Can't go anywhere if your service is doing the delivery. Wouldn't be a problem with USPS, UPS, or Fedex.",@156099 We'd like to look into this further. Please pass your order details to us here: https://t.co/XAvsEBOBKm ^RR,Delivery Delay,0.31060618,0.5495311,0.6396249,1,@AmazonHelp Yes. You definitely missed my delivery date. Twice. Also your call center staff seems to have no understanding of how mail delivery works.,@119041 I certainly understand your frustration! Who was the carrier for these orders? Please check here: https://t.co/Y5jpI9gRhE ^BE,Delivery Delay,0.2647816,0.5478203,0.63825625,1,"@115830 Hi, why are my prime deliveries now saying Wednesday/Thursday? I bought the service based on next day delivery and now I might as well not have it and opt for free delivery. Useless.","@131817 Are we missing the delivery dates in your confirmation e-mails, Charlotte? These are the dates we aim to meet and will always be the most accurate. Let us know! ^MT",Delivery Delay,0.40921584,0.5413967,0.6331174,1,1121265,Non-actionable / Exclude,False,False,False,False,False,
27826,I’ve found a parcel at my door that’s not mine.Googled address and it’s not recognised. How do I return it ?,Return / Refund,Delivered but Not Received,0.44619387,ESCALATE,Low classification confidence,0.9256847,This request should be reviewed by a human support agent.,@AmazonHelp I’ve found a parcel at my door that’s not mine.Googled address and it’s not recognised. How do I return it ?,@122091 Sorry for any troubles! We can help set up the return. Reach out here for further assistance: https://t.co/JzP7hlA23B ^TH,Delivered but Not Received,0.4270822,0.9256847,0.94054776,1,@AmazonHelp I've looked everywhere and checked with my neighbours and the parcel is not there. I would imagine someone has taken it as it was left in plain sight.,"@137591 Have you contacted us via the link ^SM provided? If so, what were you advised? Let us know! ^MW",Delivered but Not Received,0.58077055,0.60635275,0.6850822,1,@AmazonHelp The item is being returned undelivered by the courier,"@132725 As the package is returned to the seller, we wouldn't be able to reinstate the order. Kindly place a new order. Further, I've forwarded your feedback internally and we'll ensure this won't be repeated. ^SY",Delivered but Not Received,0.59252733,0.5961995,0.67695963,1,@AmazonHelp Hi I’ve had a parcel go missing I’ve already informed Royal Mail but they said I have to let you know that’s it’s gone missing is order number 204-0980251-0540346 do I have to do anything your end or nah??,@123968 Sorry to hear this! We'd like to look into some options with you. Please reach out to us here: https://t.co/JzP7hlA23B ^TH,Delivered but Not Received,0.36185247,0.59516895,0.6761352,1,@115830 where is my parcel that should have been delivered yesterday?,@126330 I'm sorry about the delay! What information is provided on your tracking? You can see that here: https://t.co/aaDyEz1VgE ^TR,Delivered but Not Received,0.53586334,0.5925306,0.6740245,1,27826,Return / Refund,False,False,False,False,False,
153719,Like this safe place? 😡,Non-actionable / Exclude,Non-actionable / Exclude,0.5394438,ESCALATE,Non-actionable message,0.5203216,This request should be reviewed by a human support agent.,@AmazonHelp Like this safe place? 😡 https://t.co/TUoVSXUtED,"@151192 Have you had a chance to reach out to us here: https://t.co/JzP7hlA23B? From there, we can submit courier feedback on your behalf. ^JO",Non-actionable / Exclude,0.5794021,0.5203216,0.6162573,1,"@AmazonHelp No I don’t as there isn’t a safe place to leave it, outside my house for anyone to steal definitely isn’t a safe place!","@140396 I understand your concern, Gemma. You can also nominate a neighbor to take a parcel on your behalf if you're at not home for delivery https://t.co/d3eRM7u7cG.^CN",Non-actionable / Exclude,0.51140237,0.4276334,0.54210675,1,"@AmazonHelp No, no safe space IIRC.","@122160 I'd recommend adding this information to our website so we have a designated safe location for deliveries, you can do so using the link SD provided. You can also send us courier feedback by e-mail using the following link: https://t.co/qy3J24VGxb ^GR",Non-actionable / Exclude,0.5231899,0.4260859,0.5408687,1,"Nice one @115830 for taking a photo of my parcel in it's ""safe place"". I mean, seriously!? Second time! Do you know what rear porch means? 🙈 https://t.co/uXADOPYYOk","@135816 Oh no! I'm sorry to hear your parcel was not delivered to your designated safe place. If you'd like to provide us with carrier feedback, please reach out to us via phone or chat: https://t.co/JzP7hlA23B Thanks! ^SW",Non-actionable / Exclude,0.32991406,0.4052626,0.5242101,1,@115830 not my idea of a secure location. On the drive in the rain!!! https://t.co/moN7sUkFi8,@145895 This is not the experience we want you to have. Were the contents damaged?^BD,Non-actionable / Exclude,0.37051758,0.37034285,0.4962743,1,153719,Non-actionable / Exclude,True,True,True,True,True,1.0
47947,how could u do this to me,Non-actionable / Exclude,Non-actionable / Exclude,0.55549043,ESCALATE,Non-actionable message,0.63571525,This request should be reviewed by a human support agent.,how could u do this to me @115830 https://t.co/fj3Q3hnIX7,"@126721 I'm sorry this happened! When you have a moment, please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^AC",Non-actionable / Exclude,0.5559885,0.63571525,0.7085722,1,@AmazonHelp how do u do that?,"@130242 To restart your device, please unplug it/plug it back in; this will reboot the system. More info: https://t.co/dVpLHbteFC ^BE",Non-actionable / Exclude,0.5080975,0.35340464,0.4827237,1,@AmazonHelp Ohkk plzz solve my matter ASAP,@158239 Appreciate your understanding. ^SA,Non-actionable / Exclude,0.38384914,0.30739534,0.4459163,1,@AmazonHelp I wuld lyk 2 knw jus 1 simpl& straight answer. Hw mny times u ppl wl ask d same qstn again&again.Coz m juss sick of answring over&over again,@120324 We don't have access to your account over Twitter. Please share your details in the link and we'll be sure to help you. ^ZH,Non-actionable / Exclude,0.29379776,0.29333192,0.43466556,1,I need to contact a seller I purchased something from but I can't figure out how to do that. @AmazonHelp,@137140 Thank you for reaching out to us! You can find information on how to contact a seller here: https://t.co/qTSY72fsFP ^GR,Non-actionable / Exclude,0.1943446,0.2861247,0.42889977,1,47947,Non-actionable / Exclude,True,True,True,True,True,1.0
101206,"I'm honestly not sure. I wasn't necessarily expecting it the same day, but I did think it would arrive the same week, or at the very least the same month!",Delivery Delay,Delivery Delay,0.62425566,AUTO_HANDLE,Sufficient confidence and retrieval,0.9544262,"I'm sorry that your order has been delayed. Please check the latest tracking information and estimated delivery date. If the order is already past the expected date, please contact Amazon support so they can look into the delivery.","@AmazonHelp I'm honestly not sure. I wasn't necessarily expecting it the same day, but I did think it would arrive the same week, or at the very least the same month!",@138149 We'd like to look into your order with you. Please reach out to us via phone or chat here: https://t.co/hApLpMlfHN. We're here to help! ^AX,Delivery Delay,0.4297148,0.9544262,0.963541,1,@AmazonHelp This is what it says! It doesn't make sense because it says it will be delivered the next day but the same day it was 'delivered' https://t.co/DBjgUldaos,@134342 Have you had a chance to look around to see if your order was delivered to a safe-place or to a neighbour on your behalf?^PJ,Delivery Delay,0.39004546,0.6741118,0.7392894,1,"@AmazonHelp how comes anything I go to order says the ""one day delivery"" date will be next monday?","@116747 I'm sorry for the wait! For information regarding delivery dates for orders made during the current and upcoming week, please click here: https://t.co/LYA0iUi2YI ^JR",Delivery Delay,0.5237175,0.67402685,0.73922145,1,"@AmazonHelp The original date was 11/27 (I ordered on Sunday), then it became 11/28, and now it's ""we hope you get it by Saturday"" https://t.co/EFcSYCi42m","@137867 Have you tried reaching out to the carrier? If so, what options or insight was provided? ^MH",Delivery Delay,0.27848652,0.6532495,0.7225996,1,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",Delivery Delay,0.50546265,0.64369106,0.7149528,1,101206,Delivery Delay,True,True,True,True,True,1.0
300045,Please check the root of this chain you'll find it easily,Non-actionable / Exclude,Non-actionable / Exclude,0.44030213,ESCALATE,Low classification confidence,0.34497076,This request should be reviewed by a human support agent.,how could u do this to me @115830 https://t.co/fj3Q3hnIX7,"@126721 I'm sorry this happened! When you have a moment, please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^AC",Non-actionable / Exclude,0.5559885,0.34497076,0.47597665,1,@AmazonHelp After I clicked that link I got such a page and I can’t find the path you telling me https://t.co/clmqLAZ6QF,"@157501 To chat, please connect with us via computer or laptop. As an alternative, you may get in touch with us through an email. ^RW",Non-actionable / Exclude,0.57775676,0.33132824,0.46506262,1,@AmazonHelp Thanks for such a prompt response. I have done the necessary. Pls Help. https://t.co/KamnFzYcXO,"@146419 You are welcome! As you have provided your details, we'll get back to you soon. ^SF",Non-actionable / Exclude,0.69435817,0.3275851,0.46206808,1,"@AmazonHelp Hey, checked the package I think they don't Provide it",@122919 I would recommend you to get in touch with the manufacturer for the charger if they don't sell it with the tracker. ^KS,Non-actionable / Exclude,0.3621771,0.31128854,0.44903082,1,"@115850 It's still there , I Hope someday you correct it","@144975 I get your concern. However, as Amazon.in is a marketplace, the products are sold by individual sellers/suppliers; therefore, we constantly receive new data from our suppliers & our prices regularly change. ^HS",Non-actionable / Exclude,0.24973035,0.30979624,0.447837,1,300045,Non-actionable / Exclude,True,True,True,True,True,1.0
1004617,I have instigated a chat as the only option it gave was to call a US number!,Product / App / Website Issue,Order Tracking / Status,0.21993741,ESCALATE,Low classification confidence,0.6215913,This request should be reviewed by a human support agent.,@115830 @AmazonHelp. Can somebody contact me regarding yet ANOTHER order that I’ve waited in for 2 days. I’ve so far spoken to operators in Philippines and https://t.co/IjQK97bCMx today - any possibility of a local call? #Amazon has lost control folks. 💩,"@153851 Sorry, we're unable to access accounts here on Twitter. Without posting personal or account information, can you tell us what insight was given when you contacted us? What's the date and most recent tracking shown here: https://t.co/aaDyEz1VgE? ^LI",Order Tracking / Status,0.284123,0.503711,0.6029688,1,"@AmazonHelp It's not happening.. I tried every possible thing but the only response that I get is ""we are unable to find your order"".. Please ask someone from the team to call to my registered number directly.",@146404 We wouldn't have an option to arrange a call via Twitter. Could you confirm logging into the account from which the order was placed? ^KA,Order Tracking / Status,0.1908738,0.48808178,0.5904654,1,"@AmazonHelp I am in Norway, is that an american number? Wow, been shopping a lot at Amazon lately, but i must say this time it was a letdown!","@127923 We can be reached at 1-206-266-2992, charges may apply. We're also available toll free here: https://t.co/hApLpMlfHN ^LR",Order Tracking / Status,0.35764778,0.4844876,0.5875901,1,@AmazonHelp Well your website said to contact the carrier. So I did. Have filled out that form now.,@154652 Please keep us posted on the outcome! We want to make sure you receive your parcel! ^JO,Order Tracking / Status,0.2700448,0.4726805,0.57814443,1,"@AmazonHelp Hi, can't access chat as I'm locked out of my account and phone is too expensive since I'm outside the US & I'm sure it's not toll free.",@120609 You can try requesting a call back here: https://t.co/zGldWyrtBP ^PK,Account / Login / Security,0.429484,0.6215913,0.49727306,0,1004617,Product / App / Website Issue,False,False,False,False,False,
24951,I have added my email address with the account kindly get back with the resolution,Account / Login / Security,Account / Login / Security,0.68625194,AUTO_HANDLE,Sufficient confidence and retrieval,0.77669036,"For account or login issues, please use Amazon's official account support options. For your security, do not share passwords, verification codes, or other sensitive information in a public message.",@AmazonHelp I have added my email address with the account kindly get back with the resolution,"@121399 In that case, please fill in form once again here: https://t.co/GIJyeYqKE0 and let us know. We'll check and reach out to you. ^VN",Account / Login / Security,0.51545316,0.77669036,0.8213523,1,@115830 hi. When I enter my email address and password I am seeing 'we cannot find an account with that email address'. Any ideas why this might be? They are stored in the browser so is definitely the correct credentials.,@156918 I'm sorry for this inconvenience. Please contact us at : https://t.co/zYVX1Qi29G so we can look into this further with. ^CC,Account / Login / Security,0.9254793,0.5538013,0.6430411,1,@115830 Help - can't access my account and verification codes are not coming through to my email. no phone numbers anyway and contact on site only possible through log in,@150747 We'd like to help! Please reach out to us here: https://t.co/JzP7hlA23B so we can look into this with you. ^ZW,Account / Login / Security,0.87020063,0.5374541,0.62996334,1,@115850 my account is locked couldnt get through with it. how can i get it back,"@145228 As your account is locked, you should've received an email from our account specialist team. Kindly check for it and reply to the email. ^AP",Account / Login / Security,0.92483,0.5283123,0.62264985,1,@115821 is there anyone that can help with my account. Someone hacked it and changed my email to theirs.,@154240 I'm sorry for the trouble with your account. We'd like to sort this here: https://t.co/jzvkhdlrK5 ^RA,Account / Login / Security,0.9329031,0.51943076,0.6155446,1,24951,Account / Login / Security,True,True,True,True,True,1.0
274802,"And to top it off, one of the items, my 14year old son saved up his allowance and I had to tell him 3 times that it won't arrive in time. That is just crap.",Delivery Delay,Wrong / Damaged / Defective Item,0.16620201,ESCALATE,Low classification confidence,0.4618856,This request should be reviewed by a human support agent.,@AmazonHelp I cannot believe such a small item was sent in such a wasteful box. I thought it was a joke. https://t.co/6SqyU7ffDr,@126987 I see what you mean! Have you been able to pass your feedback through this link: https://t.co/MyGkLbaKSl? ^BL,Wrong / Damaged / Defective Item,0.42586747,0.4618856,0.5695085,1,@AmazonHelp had 23 things in my cart over the course of 2 months and it’s all gone....,@145100 I'm sorry for any inconvenience! We'd like to look into this with you here: https://t.co/hApLpMlfHN. ^EZ,Wrong / Damaged / Defective Item,0.22218618,0.45618394,0.5649472,1,"@AmazonHelp More like the description of what was in the box and what arrived is the issue, like expensive items vanished","@134796 So sorry to hear that Claire, have you gone already through our returns center to check if replacements are available for the missing/wrong items?^MA",Wrong / Damaged / Defective Item,0.44772872,0.45497507,0.56398004,1,So that’s the 2nd item in 2 days that has been sent out without packing. This time a printer with a hole in the box and corners crushed. What if it had been for a present?? Piss poor @115830 . Yet I get warnings about packaging stuff up properly if I need to return it 🙄.,"@136311 Hi Phil, some items are sent without Amazon packaging and there should be an option to mark it as a gift if you prefer it dispatches in an Amazon box: https://t.co/I2Ds9Doxfg Apologies for any disappointment. ^HS",Wrong / Damaged / Defective Item,0.27145833,0.45349616,0.56279695,1,@AmazonHelp why does our stuff keep going missing from the littlehampton delivery truck. It's been twice now,"@140377 That's odd! We'd like to help, we just need a little more information. Have you had trouble with a recent order/delivery? Could you tell us more details about what's going on? ^HM",Wrong / Damaged / Defective Item,0.28322643,0.44785103,0.5582808,1,274802,Delivery Delay,False,False,False,False,False,
597943,"yup. That's what we tried. On the receiving end they see this, when they are logged in",Non-actionable / Exclude,Account / Login / Security,0.24624471,ESCALATE,Low classification confidence,0.4787745,This request should be reviewed by a human support agent.,"@AmazonHelp No. That is the problem. The last I received is about my order. I tried reset my password couple times, but it didn't help","@148042 Thanks for the update! We'd be happy to help, can you let us know which site you're using (https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, Amazon.cn, etc.)? ^GS",Account / Login / Security,0.61223745,0.4787745,0.5830196,1,@AmazonHelp I was logged into my account on my phone(app and browser) and on my mom's laptop(IE 11 and Edge). I also tried without logging in on my mom's laptop(both browsers). I was logged into my mother's account on her Fire HD 8(app and browser).,"@149981 Sorry for any inconvenience, that is quite strange! With Twitter, we have no access to account information. Please, reach out in real time via phone/chat to troubleshoot further here: https://t.co/hApLpMlfHN ^JE",Account / Login / Security,0.64054286,0.4493391,0.5594713,1,"@AmazonHelp yeah, other screen shot is confirmation email. Also logged in with same account.",@121644 Pls reach out here so we can check this for you Kris https://t.co/q8uNognC5E ^KM,Account / Login / Security,0.5882108,0.4428277,0.55426216,1,@115821 When I've done that it says 'we will email you a response'. I'm sure you can understand why that's frustrating. https://t.co/uTyowU1ig4,@137856 Please call us via this link so we can look further into this for you will https://t.co/jzvkhdlrK5.^SM,Account / Login / Security,0.36303863,0.43383366,0.5470669,1,@AmazonHelp The problem is not the service itself the problem is that you don't communicate this is gonna happen! 😡 I lost 4 months of membership.,@129964 (1/2) Other Amazon sites offer separate memberships to Amazon Prime for benefits at that particular site.,Account / Login / Security,0.26583442,0.41962332,0.53569865,1,597943,Non-actionable / Exclude,False,False,False,False,False,
277092,Instead of typing above MSG you should have contacted me if you r really concerned isn't it,Customer Support / Complaint,Non-actionable / Exclude,0.26319793,ESCALATE,Low classification confidence,0.36248016,This request should be reviewed by a human support agent.,"@AmazonHelp Ok Thanks, had me worried there for a second 🙏",@152921 Happy to help! Let us know if you have any other questions. ^MB,Non-actionable / Exclude,0.47533977,0.36248016,0.48998415,1,@AmazonHelp More than happy to keep an eye out. Just hope that it is not an automated generic message asking me to wait longer like the ones u have mailed me earlier.,@132443 Please be assured our team will get back to you at the earliest. Appreciate your patience. ^PB,Non-actionable / Exclude,0.14988847,0.35792005,0.48633605,1,@119625 plzzz check DM,"@131073 Please follow our Twitter page, so that we can reply to you through DM. ^SC",Non-actionable / Exclude,0.43428332,0.35635853,0.48508686,1,Dear @119625 it's @6714 from #RajaTheGreat Not @6715 please change the Name https://t.co/GyPVcJYzlU,@144967 Thank you for flagging this to us. We have already escalated this to our Prime video team. We’ll get this rectified at earliest. ^EM,Non-actionable / Exclude,0.23203053,0.34918517,0.47934812,1,"Dear @115821, does this mean it’s not coming at all? https://t.co/pZ0dvve684","@139200 Thanks for reaching out! No, it doesn't mean it is not coming. It could have been delayed. Could you check here https://t.co/Y5jpI9gRhE to see if a new updated delivery date has been provided? ^AV",Non-actionable / Exclude,0.1895725,0.3460909,0.47687274,1,277092,Customer Support / Complaint,False,False,False,False,False,
